"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.8","","","","1"
"2016-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.6","","","","1"
"2017-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.6","","","","1"
"2017-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.4","","","","1"
"2017-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.7","","","","1"
"2017-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.6","","","","1"
"2017-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.2","","","","1"
"2017-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.4","","","","1"
"2017-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.6","","","","1"
"2017-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.3","","","","1"
"2017-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.0","","","","1"
"2017-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.6","","","","1"
"2017-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.7","","","","1"
"2017-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.8","","","","1"
"2018-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.5","","","","1"
"2018-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.1","","","","1"
"2018-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.9","","","","1"
"2018-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.9","","","","1"
"2018-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.0","","","","1"
"2018-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.2","","","","1"
"2018-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.1","","","","1"
"2018-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.0","","","","1"
"2018-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.8","","","","1"
"2018-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.7","","","","1"
"2018-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.9","","","","1"
"2018-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.7","","","","1"
"2019-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.8","","","","1"
"2019-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.6","","","","1"
"2019-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.5","","","","1"
"2019-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.5","","","","1"
"2019-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.1","","","","1"
"2019-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.9","","","","1"
"2019-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.7","","","","1"
"2019-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.7","","","","1"
"2019-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.7","","","","1"
"2019-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.5","","","","1"
"2019-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.6","","","","1"
"2019-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.9","","","","1"
"2020-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.0","","","","1"
"2020-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.9","","","","1"
"2020-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.7","","","","1"
"2020-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","10.4","","","","1"
"2020-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","12.5","","","","1"
"2020-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","13.8","","","","1"
"2020-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","12.4","","","","1"
"2020-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","10.7","","","","1"
"2020-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","9.4","","","","1"
"2020-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.3","","","","1"
"2020-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.9","","","","1"
"2020-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.9","","","","1"
"2021-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.1","","","","1"
"2021-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.9","","","","1"
"2021-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.1","","","","1"
"2021-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.7","","","","1"
"2021-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.3","","","","1"
"2021-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.3","","","","1"
"2021-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.8","","","","1"
"2021-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","8.1","","","","1"
"2021-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","7.7","","","","1"
"2021-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.9","","","","1"
"2021-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.2","","","","1"
"2021-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.3","","","","1"
"2022-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.9","","","","1"
"2022-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.5","","","","1"
"2022-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.2","","","","1"
"2022-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.1","","","","1"
"2022-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.3","","","","1"
"2022-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.4","","","","1"
"2022-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.4","","","","1"
"2022-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.1","","","","1"
"2022-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.1","","","","1"
"2022-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.2","","","","1"
"2022-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.0","","","","1"
"2022-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.0","","","","1"
"2023-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.0","","","","1"
"2023-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.2","","","","1"
"2023-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.5","","","","1"
"2023-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.6","","","","1"
"2023-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2023-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.8","","","","1"
"2023-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.8","","","","1"
"2023-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2023-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2023-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2023-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2023-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2024-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2024-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.2","","","","1"
"2024-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.1","","","","1"
"2024-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.3","","","","1"
"2024-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.4","","","","1"
"2024-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.3","","","","1"
"2024-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.9","","","","1"
"2025-01","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2025-02","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2025-03","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.8","","","","1"
"2025-04","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.9","","","","1"
"2025-05","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2025-06","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2025-07","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","4.7","","","","1"
"2025-08","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.1","","","","1"
"2025-09","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.3","","","","1"
"2025-10","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.5","","","","1"
"2025-11","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","5.7","","","","1"
"2025-12","Saskatoon, Saskatchewan","2021S0503725","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280174","41.5.1.1","6.3","","","","1"
"2011-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.0","","","","1"
"2011-02","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.9","","","","1"
"2011-03","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.8","","","","1"
"2011-04","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.8","","","","1"
"2011-05","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.7","","","","1"
"2011-06","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.7","","","","1"
"2011-07","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.6","","","","1"
"2011-08","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.6","","","","1"
"2011-09","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.6","","","","1"
"2011-10","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.4","","","","1"
"2011-11","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.3","","","","1"
"2011-12","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.0","","","","1"
"2012-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.1","","","","1"
"2012-02","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.0","","","","1"
"2012-03","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.1","","","","1"
"2012-04","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.0","","","","1"
"2012-05","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2012-06","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2012-07","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2012-08","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.5","","","","1"
"2012-09","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2012-10","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2012-11","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2012-12","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-02","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-03","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-04","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-05","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-06","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-07","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-08","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2013-09","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-10","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-11","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.6","","","","1"
"2013-12","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-02","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-03","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-04","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2014-05","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2014-06","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2014-07","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2014-08","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-09","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.7","","","","1"
"2014-10","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2014-11","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2014-12","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.9","","","","1"
"2015-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","4.8","","","","1"
"2015-02","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.0","","","","1"
"2015-03","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.2","","","","1"
"2015-04","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.6","","","","1"
"2015-05","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","5.9","","","","1"
"2015-06","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.1","","","","1"
"2015-07","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.1","","","","1"
"2015-08","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.1","","","","1"
"2015-09","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.2","","","","1"
"2015-10","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.4","","","","1"
"2015-11","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.6","","","","1"
"2015-12","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","6.8","","","","1"
"2016-01","Alberta","2021A000248","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643280230","42.5.1.1","7.2","","","","1"
